GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),STARTYEAR,ENDYEAR,WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
TB_rr_mdr,Confirmed cases of RR-/MDR-TB,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1367,PUBLISHED,Published,,2014,2014,,SEAR,South-East Asia,,,2014,2014,,,IDN,Indonesia,,1812,1812.00000,,,,,
TB_rr_mdr,Confirmed cases of RR-/MDR-TB,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1367,PUBLISHED,Published,,2015,2015,,SEAR,South-East Asia,,,2015,2015,,,IDN,Indonesia,,2135,2135.00000,,,,,
TB_rr_mdr,Confirmed cases of RR-/MDR-TB,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1367,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,,2016,2016,,,IDN,Indonesia,,2720,2720.00000,,,,,
TB_rr_mdr,Confirmed cases of RR-/MDR-TB,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1367,PUBLISHED,Published,,2017,2017,,SEAR,South-East Asia,,,2017,2017,,,IDN,Indonesia,,5070,5070.00000,,,,,
TB_rr_mdr,Confirmed cases of RR-/MDR-TB,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1367,PUBLISHED,Published,,2018,2018,,SEAR,South-East Asia,,,2018,2018,,,IDN,Indonesia,,9038,9038.00000,,,,,
TB_rr_mdr,Confirmed cases of RR-/MDR-TB,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1367,PUBLISHED,Published,,2019,2019,,SEAR,South-East Asia,,,2019,2019,,,IDN,Indonesia,,11 463,11463.00000,,,,,
TB_rr_mdr,Confirmed cases of RR-/MDR-TB,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1367,PUBLISHED,Published,,2020,2020,,SEAR,South-East Asia,,,2020,2020,,,IDN,Indonesia,,7921,7921.00000,,,,,
TB_c_mdr_tx,Cases started on MDR-TB treatment,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1368,PUBLISHED,Published,,2009,2009,,SEAR,South-East Asia,,,2009,2009,,,IDN,Indonesia,,20,20.00000,,,,,
TB_c_mdr_tx,Cases started on MDR-TB treatment,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1368,PUBLISHED,Published,,2010,2010,,SEAR,South-East Asia,,,2010,2010,,,IDN,Indonesia,,142,142.00000,,,,,
TB_c_mdr_tx,Cases started on MDR-TB treatment,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1368,PUBLISHED,Published,,2011,2011,,SEAR,South-East Asia,,,2011,2011,,,IDN,Indonesia,,260,260.00000,,,,,
TB_c_mdr_tx,Cases started on MDR-TB treatment,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1368,PUBLISHED,Published,,2012,2012,,SEAR,South-East Asia,,,2012,2012,,,IDN,Indonesia,,426,426.00000,,,,,
TB_c_mdr_tx,Cases started on MDR-TB treatment,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1368,PUBLISHED,Published,,2013,2013,,SEAR,South-East Asia,,,2013,2013,,,IDN,Indonesia,,809,809.00000,,,,,
TB_c_mdr_tx,Cases started on MDR-TB treatment,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1368,PUBLISHED,Published,,2014,2014,,SEAR,South-East Asia,,,2014,2014,,,IDN,Indonesia,,1284,1284.00000,,,,,
TB_c_mdr_tx,Cases started on MDR-TB treatment,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1368,PUBLISHED,Published,,2015,2015,,SEAR,South-East Asia,,,2015,2015,,,IDN,Indonesia,,1519,1519.00000,,,,,
TB_c_mdr_tx,Cases started on MDR-TB treatment,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1368,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,,2016,2016,,,IDN,Indonesia,,1905,1905.00000,,,,,
TB_c_mdr_tx,Cases started on MDR-TB treatment,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1368,PUBLISHED,Published,,2017,2017,,SEAR,South-East Asia,,,2017,2017,,,IDN,Indonesia,,3042,3042.00000,,,,,
TB_c_mdr_tx,Cases started on MDR-TB treatment,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1368,PUBLISHED,Published,,2018,2018,,SEAR,South-East Asia,,,2018,2018,,,IDN,Indonesia,,4348,4348.00000,,,,,
TB_c_mdr_tx,Cases started on MDR-TB treatment,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1368,PUBLISHED,Published,,2019,2019,,SEAR,South-East Asia,,,2019,2019,,,IDN,Indonesia,,5531,5531.00000,,,,,
TB_c_mdr_tx,Cases started on MDR-TB treatment,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1368,PUBLISHED,Published,,2020,2020,,SEAR,South-East Asia,,,2020,2020,,,IDN,Indonesia,,5232,5232.00000,,,,,
TB_c_dst_rlt_ret_pct,Previously treated cases tested for RR-/MDR-TB (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1366,PUBLISHED,Published,,2010,2010,,SEAR,South-East Asia,,,2010,2010,,,IDN,Indonesia,,4.9,4.90000,,,,,
TB_c_dst_rlt_ret_pct,Previously treated cases tested for RR-/MDR-TB (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1366,PUBLISHED,Published,,2011,2011,,SEAR,South-East Asia,,,2011,2011,,,IDN,Indonesia,,9,9.00000,,,,,
TB_c_dst_rlt_ret_pct,Previously treated cases tested for RR-/MDR-TB (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1366,PUBLISHED,Published,,2012,2012,,SEAR,South-East Asia,,,2012,2012,,,IDN,Indonesia,,13,13.00000,,,,,
TB_c_dst_rlt_ret_pct,Previously treated cases tested for RR-/MDR-TB (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1366,PUBLISHED,Published,,2013,2013,,SEAR,South-East Asia,,,2013,2013,,,IDN,Indonesia,,39,39.00000,,,,,
TB_c_dst_rlt_ret_pct,Previously treated cases tested for RR-/MDR-TB (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1366,PUBLISHED,Published,,2014,2014,,SEAR,South-East Asia,,,2014,2014,,,IDN,Indonesia,,88,88.00000,,,,,
TB_c_dst_rlt_ret_pct,Previously treated cases tested for RR-/MDR-TB (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1366,PUBLISHED,Published,,2015,2015,,SEAR,South-East Asia,,,2015,2015,,,IDN,Indonesia,,79,79.00000,,,,,
TB_c_dst_rlt_ret_pct,Previously treated cases tested for RR-/MDR-TB (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1366,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,,2016,2016,,,IDN,Indonesia,,>100,100.00000,,,,,
TB_c_dst_rlt_ret_pct,Previously treated cases tested for RR-/MDR-TB (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1366,PUBLISHED,Published,,2017,2017,,SEAR,South-East Asia,,,2017,2017,,,IDN,Indonesia,,>100,100.00000,,,,,
TB_c_dst_rlt_ret_pct,Previously treated cases tested for RR-/MDR-TB (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1366,PUBLISHED,Published,,2018,2018,,SEAR,South-East Asia,,,2018,2018,,,IDN,Indonesia,,>100,100.00000,,,,,
TB_c_dst_rlt_ret_pct,Previously treated cases tested for RR-/MDR-TB (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1366,PUBLISHED,Published,,2019,2019,,SEAR,South-East Asia,,,2019,2019,,,IDN,Indonesia,,>100,100.00000,,,,,
TB_c_dst_rlt_ret_pct,Previously treated cases tested for RR-/MDR-TB (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1366,PUBLISHED,Published,,2020,2020,,SEAR,South-East Asia,,,2020,2020,,,IDN,Indonesia,,79,79.00000,,,,,
TB_c_dst_rlt_new_pct,New cases tested for RR-/MDR-TB (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1366,PUBLISHED,Published,,2010,2010,,SEAR,South-East Asia,,,2010,2010,,,IDN,Indonesia,,0,0.00000,,,,,
TB_c_dst_rlt_new_pct,New cases tested for RR-/MDR-TB (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1366,PUBLISHED,Published,,2011,2011,,SEAR,South-East Asia,,,2011,2011,,,IDN,Indonesia,,<0.1,0.10000,,,,,
TB_c_dst_rlt_new_pct,New cases tested for RR-/MDR-TB (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1366,PUBLISHED,Published,,2012,2012,,SEAR,South-East Asia,,,2012,2012,,,IDN,Indonesia,,<0.1,0.10000,,,,,
TB_c_dst_rlt_new_pct,New cases tested for RR-/MDR-TB (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1366,PUBLISHED,Published,,2013,2013,,SEAR,South-East Asia,,,2013,2013,,,IDN,Indonesia,,<0.1,0.10000,,,,,
TB_c_dst_rlt_new_pct,New cases tested for RR-/MDR-TB (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1366,PUBLISHED,Published,,2014,2014,,SEAR,South-East Asia,,,2014,2014,,,IDN,Indonesia,,0.55,0.55000,,,,,
TB_c_dst_rlt_new_pct,New cases tested for RR-/MDR-TB (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1366,PUBLISHED,Published,,2015,2015,,SEAR,South-East Asia,,,2015,2015,,,IDN,Indonesia,,0.81,0.81000,,,,,
TB_c_dst_rlt_new_pct,New cases tested for RR-/MDR-TB (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1366,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,,2016,2016,,,IDN,Indonesia,,3.1,3.10000,,,,,
TB_c_dst_rlt_new_pct,New cases tested for RR-/MDR-TB (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1366,PUBLISHED,Published,,2017,2017,,SEAR,South-East Asia,,,2017,2017,,,IDN,Indonesia,,34,34.00000,,,,,
TB_c_dst_rlt_new_pct,New cases tested for RR-/MDR-TB (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1366,PUBLISHED,Published,,2018,2018,,SEAR,South-East Asia,,,2018,2018,,,IDN,Indonesia,,33,33.00000,,,,,
TB_c_dst_rlt_new_pct,New cases tested for RR-/MDR-TB (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1366,PUBLISHED,Published,,2019,2019,,SEAR,South-East Asia,,,2019,2019,,,IDN,Indonesia,,51,51.00000,,,,,
TB_c_dst_rlt_new_pct,New cases tested for RR-/MDR-TB (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1366,PUBLISHED,Published,,2020,2020,,SEAR,South-East Asia,,,2020,2020,,,IDN,Indonesia,,58,58.00000,,,,,
TB_hivtest_pct,TB patients with known HIV status (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3428,PUBLISHED,Published,,2006,2006,,SEAR,South-East Asia,,,2006,2006,,,IDN,Indonesia,,<0.1,0.10000,,,,,
TB_hivtest_pct,TB patients with known HIV status (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3428,PUBLISHED,Published,,2007,2007,,SEAR,South-East Asia,,,2007,2007,,,IDN,Indonesia,,0.1,0.10000,,,,,
TB_hivtest_pct,TB patients with known HIV status (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3428,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,2008,2008,,,IDN,Indonesia,,0.12,0.12000,,,,,
TB_hivtest_pct,TB patients with known HIV status (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3428,PUBLISHED,Published,,2009,2009,,SEAR,South-East Asia,,,2009,2009,,,IDN,Indonesia,,0.94,0.94000,,,,,
TB_hivtest_pct,TB patients with known HIV status (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3428,PUBLISHED,Published,,2010,2010,,SEAR,South-East Asia,,,2010,2010,,,IDN,Indonesia,,0.91,0.91000,,,,,
TB_hivtest_pct,TB patients with known HIV status (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3428,PUBLISHED,Published,,2011,2011,,SEAR,South-East Asia,,,2011,2011,,,IDN,Indonesia,,1.9,1.90000,,,,,
TB_hivtest_pct,TB patients with known HIV status (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3428,PUBLISHED,Published,,2012,2012,,SEAR,South-East Asia,,,2012,2012,,,IDN,Indonesia,,1.9,1.90000,,,,,
TB_hivtest_pct,TB patients with known HIV status (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3428,PUBLISHED,Published,,2013,2013,,SEAR,South-East Asia,,,2013,2013,,,IDN,Indonesia,,3.2,3.20000,,,,,
TB_hivtest_pct,TB patients with known HIV status (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3428,PUBLISHED,Published,,2014,2014,,SEAR,South-East Asia,,,2014,2014,,,IDN,Indonesia,,4.6,4.60000,,,,,
TB_hivtest_pct,TB patients with known HIV status (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3428,PUBLISHED,Published,,2015,2015,,SEAR,South-East Asia,,,2015,2015,,,IDN,Indonesia,,11,11.00000,,,,,
TB_hivtest_pct,TB patients with known HIV status (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3428,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,,2016,2016,,,IDN,Indonesia,,13,13.00000,,,,,
TB_hivtest_pct,TB patients with known HIV status (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3428,PUBLISHED,Published,,2017,2017,,SEAR,South-East Asia,,,2017,2017,,,IDN,Indonesia,,29,29.00000,,,,,
TB_hivtest_pct,TB patients with known HIV status (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3428,PUBLISHED,Published,,2018,2018,,SEAR,South-East Asia,,,2018,2018,,,IDN,Indonesia,,40,40.00000,,,,,
TB_hivtest_pct,TB patients with known HIV status (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3428,PUBLISHED,Published,,2019,2019,,SEAR,South-East Asia,,,2019,2019,,,IDN,Indonesia,,53,53.00000,,,,,
TB_hivtest_pct,TB patients with known HIV status (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3428,PUBLISHED,Published,,2020,2020,,SEAR,South-East Asia,,,2020,2020,,,IDN,Indonesia,,50,50.00000,,,,,
TB_hivtest_pos_pct,Tested TB patients HIV-positive (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3429,PUBLISHED,Published,,2006,2006,,SEAR,South-East Asia,,,2006,2006,,,IDN,Indonesia,,62,62.00000,,,,,
TB_hivtest_pos_pct,Tested TB patients HIV-positive (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3429,PUBLISHED,Published,,2007,2007,,SEAR,South-East Asia,,,2007,2007,,,IDN,Indonesia,,51,51.00000,,,,,
TB_hivtest_pos_pct,Tested TB patients HIV-positive (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3429,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,2008,2008,,,IDN,Indonesia,,29,29.00000,,,,,
TB_hivtest_pos_pct,Tested TB patients HIV-positive (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3429,PUBLISHED,Published,,2009,2009,,SEAR,South-East Asia,,,2009,2009,,,IDN,Indonesia,,17,17.00000,,,,,
TB_hivtest_pos_pct,Tested TB patients HIV-positive (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3429,PUBLISHED,Published,,2010,2010,,SEAR,South-East Asia,,,2010,2010,,,IDN,Indonesia,,40,40.00000,,,,,
TB_hivtest_pos_pct,Tested TB patients HIV-positive (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3429,PUBLISHED,Published,,2011,2011,,SEAR,South-East Asia,,,2011,2011,,,IDN,Indonesia,,42,42.00000,,,,,
TB_hivtest_pos_pct,Tested TB patients HIV-positive (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3429,PUBLISHED,Published,,2012,2012,,SEAR,South-East Asia,,,2012,2012,,,IDN,Indonesia,,33,33.00000,,,,,
TB_hivtest_pos_pct,Tested TB patients HIV-positive (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3429,PUBLISHED,Published,,2013,2013,,SEAR,South-East Asia,,,2013,2013,,,IDN,Indonesia,,23,23.00000,,,,,
TB_hivtest_pos_pct,Tested TB patients HIV-positive (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3429,PUBLISHED,Published,,2014,2014,,SEAR,South-East Asia,,,2014,2014,,,IDN,Indonesia,,16,16.00000,,,,,
TB_hivtest_pos_pct,Tested TB patients HIV-positive (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3429,PUBLISHED,Published,,2015,2015,,SEAR,South-East Asia,,,2015,2015,,,IDN,Indonesia,,10,10.00000,,,,,
TB_hivtest_pos_pct,Tested TB patients HIV-positive (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3429,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,,2016,2016,,,IDN,Indonesia,,8.8,8.80000,,,,,
TB_hivtest_pos_pct,Tested TB patients HIV-positive (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3429,PUBLISHED,Published,,2017,2017,,SEAR,South-East Asia,,,2017,2017,,,IDN,Indonesia,,6.1,6.10000,,,,,
TB_hivtest_pos_pct,Tested TB patients HIV-positive (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3429,PUBLISHED,Published,,2018,2018,,SEAR,South-East Asia,,,2018,2018,,,IDN,Indonesia,,4.6,4.60000,,,,,
TB_hivtest_pos_pct,Tested TB patients HIV-positive (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3429,PUBLISHED,Published,,2019,2019,,SEAR,South-East Asia,,,2019,2019,,,IDN,Indonesia,,3.9,3.90000,,,,,
TB_hivtest_pos_pct,Tested TB patients HIV-positive (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3429,PUBLISHED,Published,,2020,2020,,SEAR,South-East Asia,,,2020,2020,,,IDN,Indonesia,,4,4.00000,,,,,
TB_hiv_art_pct,HIV-positive TB patients on ART (antiretroviral therapy) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3431,PUBLISHED,Published,,2009,2009,,SEAR,South-East Asia,,,2009,2009,,,IDN,Indonesia,,42,42.00000,,,,,
TB_hiv_art_pct,HIV-positive TB patients on ART (antiretroviral therapy) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3431,PUBLISHED,Published,,2010,2010,,SEAR,South-East Asia,,,2010,2010,,,IDN,Indonesia,,29,29.00000,,,,,
TB_hiv_art_pct,HIV-positive TB patients on ART (antiretroviral therapy) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3431,PUBLISHED,Published,,2011,2011,,SEAR,South-East Asia,,,2011,2011,,,IDN,Indonesia,,39,39.00000,,,,,
TB_hiv_art_pct,HIV-positive TB patients on ART (antiretroviral therapy) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3431,PUBLISHED,Published,,2012,2012,,SEAR,South-East Asia,,,2012,2012,,,IDN,Indonesia,,51,51.00000,,,,,
TB_hiv_art_pct,HIV-positive TB patients on ART (antiretroviral therapy) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3431,PUBLISHED,Published,,2013,2013,,SEAR,South-East Asia,,,2013,2013,,,IDN,Indonesia,,47,47.00000,,,,,
TB_hiv_art_pct,HIV-positive TB patients on ART (antiretroviral therapy) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3431,PUBLISHED,Published,,2014,2014,,SEAR,South-East Asia,,,2014,2014,,,IDN,Indonesia,,26,26.00000,,,,,
TB_hiv_art_pct,HIV-positive TB patients on ART (antiretroviral therapy) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3431,PUBLISHED,Published,,2015,2015,,SEAR,South-East Asia,,,2015,2015,,,IDN,Indonesia,,21,21.00000,,,,,
TB_hiv_art_pct,HIV-positive TB patients on ART (antiretroviral therapy) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3431,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,,2016,2016,,,IDN,Indonesia,,28,28.00000,,,,,
TB_hiv_art_pct,HIV-positive TB patients on ART (antiretroviral therapy) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3431,PUBLISHED,Published,,2017,2017,,SEAR,South-East Asia,,,2017,2017,,,IDN,Indonesia,,29,29.00000,,,,,
TB_hiv_art_pct,HIV-positive TB patients on ART (antiretroviral therapy) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3431,PUBLISHED,Published,,2018,2018,,SEAR,South-East Asia,,,2018,2018,,,IDN,Indonesia,,47,47.00000,,,,,
TB_hiv_art_pct,HIV-positive TB patients on ART (antiretroviral therapy) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3431,PUBLISHED,Published,,2019,2019,,SEAR,South-East Asia,,,2019,2019,,,IDN,Indonesia,,47,47.00000,,,,,
TB_hiv_art_pct,HIV-positive TB patients on ART (antiretroviral therapy) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3431,PUBLISHED,Published,,2020,2020,,SEAR,South-East Asia,,,2020,2020,,,IDN,Indonesia,,34,34.00000,,,,,
TB_e_mort_exc_tbhiv_num,"Number of deaths due to tuberculosis, excluding HIV",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1425,PUBLISHED,Published,,2020,2020,,SEAR,South-East Asia,,,2020,2020,,,IDN,Indonesia,,93000 [84000-103000],93000.00000,84000.00000,103000.00000,,,
TB_e_mort_exc_tbhiv_num,"Number of deaths due to tuberculosis, excluding HIV",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1425,PUBLISHED,Published,,2000,2000,,SEAR,South-East Asia,,,2000,2000,,,IDN,Indonesia,,118000 [103000-135000],118000.00000,103000.00000,135000.00000,,,
TB_e_mort_exc_tbhiv_num,"Number of deaths due to tuberculosis, excluding HIV",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1425,PUBLISHED,Published,,2001,2001,,SEAR,South-East Asia,,,2001,2001,,,IDN,Indonesia,,118000 [102000-135000],118000.00000,102000.00000,135000.00000,,,
TB_e_mort_exc_tbhiv_num,"Number of deaths due to tuberculosis, excluding HIV",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1425,PUBLISHED,Published,,2002,2002,,SEAR,South-East Asia,,,2002,2002,,,IDN,Indonesia,,116000 [102000-132000],116000.00000,102000.00000,132000.00000,,,
TB_e_mort_exc_tbhiv_num,"Number of deaths due to tuberculosis, excluding HIV",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1425,PUBLISHED,Published,,2003,2003,,SEAR,South-East Asia,,,2003,2003,,,IDN,Indonesia,,115000 [102000-129000],115000.00000,102000.00000,129000.00000,,,
TB_e_mort_exc_tbhiv_num,"Number of deaths due to tuberculosis, excluding HIV",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1425,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,,2004,2004,,,IDN,Indonesia,,113000 [101000-125000],113000.00000,101000.00000,125000.00000,,,
TB_e_mort_exc_tbhiv_num,"Number of deaths due to tuberculosis, excluding HIV",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1425,PUBLISHED,Published,,2005,2005,,SEAR,South-East Asia,,,2005,2005,,,IDN,Indonesia,,113000 [103000-123000],113000.00000,103000.00000,123000.00000,,,
TB_e_mort_exc_tbhiv_num,"Number of deaths due to tuberculosis, excluding HIV",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1425,PUBLISHED,Published,,2006,2006,,SEAR,South-East Asia,,,2006,2006,,,IDN,Indonesia,,114000 [105000-123000],114000.00000,105000.00000,123000.00000,,,
TB_e_mort_exc_tbhiv_num,"Number of deaths due to tuberculosis, excluding HIV",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1425,PUBLISHED,Published,,2007,2007,,SEAR,South-East Asia,,,2007,2007,,,IDN,Indonesia,,114000 [106000-121000],114000.00000,106000.00000,121000.00000,,,
TB_e_mort_exc_tbhiv_num,"Number of deaths due to tuberculosis, excluding HIV",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1425,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,2008,2008,,,IDN,Indonesia,,114000 [107000-121000],114000.00000,107000.00000,121000.00000,,,
TB_e_mort_exc_tbhiv_num,"Number of deaths due to tuberculosis, excluding HIV",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1425,PUBLISHED,Published,,2009,2009,,SEAR,South-East Asia,,,2009,2009,,,IDN,Indonesia,,113000 [107000-120000],113000.00000,107000.00000,120000.00000,,,
TB_e_mort_exc_tbhiv_num,"Number of deaths due to tuberculosis, excluding HIV",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1425,PUBLISHED,Published,,2010,2010,,SEAR,South-East Asia,,,2010,2010,,,IDN,Indonesia,,112000 [106000-118000],112000.00000,106000.00000,118000.00000,,,
TB_e_mort_exc_tbhiv_num,"Number of deaths due to tuberculosis, excluding HIV",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1425,PUBLISHED,Published,,2011,2011,,SEAR,South-East Asia,,,2011,2011,,,IDN,Indonesia,,110000 [105000-116000],110000.00000,105000.00000,116000.00000,,,
TB_e_mort_exc_tbhiv_num,"Number of deaths due to tuberculosis, excluding HIV",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1425,PUBLISHED,Published,,2012,2012,,SEAR,South-East Asia,,,2012,2012,,,IDN,Indonesia,,107000 [102000-113000],107000.00000,102000.00000,113000.00000,,,
TB_e_mort_exc_tbhiv_num,"Number of deaths due to tuberculosis, excluding HIV",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1425,PUBLISHED,Published,,2013,2013,,SEAR,South-East Asia,,,2013,2013,,,IDN,Indonesia,,104000 [99000-109000],104000.00000,99000.00000,109000.00000,,,
TB_e_mort_exc_tbhiv_num,"Number of deaths due to tuberculosis, excluding HIV",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1425,PUBLISHED,Published,,2014,2014,,SEAR,South-East Asia,,,2014,2014,,,IDN,Indonesia,,101000 [95000-106000],101000.00000,95000.00000,106000.00000,,,
TB_e_mort_exc_tbhiv_num,"Number of deaths due to tuberculosis, excluding HIV",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1425,PUBLISHED,Published,,2015,2015,,SEAR,South-East Asia,,,2015,2015,,,IDN,Indonesia,,97000 [91000-102000],97000.00000,91000.00000,102000.00000,,,
TB_e_mort_exc_tbhiv_num,"Number of deaths due to tuberculosis, excluding HIV",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1425,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,,2016,2016,,,IDN,Indonesia,,96000 [90000-102000],96000.00000,90000.00000,102000.00000,,,
TB_e_mort_exc_tbhiv_num,"Number of deaths due to tuberculosis, excluding HIV",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1425,PUBLISHED,Published,,2017,2017,,SEAR,South-East Asia,,,2017,2017,,,IDN,Indonesia,,94000 [89000-100000],94000.00000,89000.00000,100000.00000,,,
