Sentiment,Text
pos,@mysussybakaa EH BENTAR.. KAMU PERNAH PAKE AVA ZHONGLI GOJEK BUKAN
pos,"@epfhemeral waa gk pernah  pake tix id aku:( pokonya nanti abis beli di gojek dikasi kode gitu nanti tinggal masukin kodenya pas di bioskop, kaya self ticketing"
neg,gimna caranya dpt promo gojek ih
neg,gojek gk sampe2 watasi lapar
pos,"wtb / want to buy 

→ renjun holo 2018
→ renjun boom (gojek)
→ renjun we young

yg bisa keep event & ?? only
pair w/ rj agent gpp lagi cari juga????

tags. wtb renjun we boom emphaty nct dream ina"
neg,"@wanitasableng90 Report ke aplikasinya. Gw report ke aplikasi gojek, dibalikin saldo 10rb."
neg,@FOODFESS2 disini ga ada gojek @gojekindonesia
pos,"@Dandoysama Pke jago, bebas biaya admin

Juga 5 poin yang gua suka dari jago:
- bisa bikin semacam pocket gitu jadi gampang ngatur duit
- bunga hingga 3.5 persen
- gratis tranfer ke bank manapun 35x sebulan
- gratis tarik tunai di ATM MANAPUN  5x sebulan
- bisa konek ke gojek, gaperlu top up"
pos,"Tangerang mana dulu ??
Td dari rumah 6.30
Naek motor nyampe titik drop off st jurangmangu-UPJ di 6.35
Jalan sampai peron 10 menit
Naek kereta 6.48 (udah manusiawi skrg kepadetah keretanya ??) 
Nyampe st tanah abang 7.18
Naek gojek 7.20
Nyampe kantor 7.30 sharp. https://t.co/Q0qmglq0YV"
neg,"@biebstasy @FOOD_FESS Oh gitu, soalnya di apk gojek ada tulisan max 1 pcs kalo lebih dari itu nanti dicancel"
neg,"Mau coba trafficbun tapi disini belum ada, padahal lagi diskon gede""an ni di gojek??"
neg,"Panas banget, mana td pulsek jalan pula. Mau mesen gojek, macet banget gila. https://t.co/lvKPFlvK5b"
pos,"Pandemi mendorong ekosistem usaha secara digital terus tumbuh. Kontribusi ekosistem Gojek terhadap perekonomian nasional tahun 2021 diperkirakan Rp 249 triliun atau naik 60 persen dibandingkan dengan tahun lalu. #Ekonomi #AdadiKompas

https://t.co/RmfLiKhFZd"
neg,W MAU CEKOUT INI???? TPI GOJEK W NPA BEGINI TERUS https://t.co/j6u15CqHZM https://t.co/CLGMZEO8HW
neg,awkward bgt anjir beduaan sm driver gojek macet macet denger lagu westlife
pos,"RT @gojek24jam: Konsumen Gojek Disebut Loyal Meski Tak Ada Promo

https://t.co/qC3h86hoPT"
pos,@convomf Kalo ngecek promo atau voucher gojek gitu dimana sih?
pos,@ipb_menfess buat shopee dan gojek bisaa gue. grab gatau gapernah nyoba
pos,"@Telkomsel Masa tenggang telkomsel berapa hari sih? Masa aktif kartu saya sampe tanggal 1 Oktober 2021, mau saya isi pulsa lewat m-banking, ovo, gojek kok nggak bisa ya?"
pos,"@convomf Posthink aja.. Mungkin si cewe lewat depan masjid gasengaja ketemu sender. Atau lagi pesen gojek, ternyata si cewe pengemudinya uwu"
pos,"@ipb_menfess pas itu nyoba gojek bisa, cmn kurang tau jg"
neg,ATUHH KENAPA JAM SEGINI SUSAH BGT NYARI GOJEK PLS
pos,"Kepanikan di pagi hari... Padahal gue udah bilang gausah di anter segala, bisa ke sana naik gojek sendiri. Alhasil jadi gini kan.

Ada alternatif yang mudah, malah yang sulit.

Alasannya : ""kalo kamu di culik gimana?""

Ya Tuhan... Gue cuman beli seragam SMA doang loh ???????? https://t.co/n12QreHOFH"
neg,@cithekidd GAS AFNSNJSSJKAJAH MAUUUU KOK DAPET DISKON BANYAK IH PIHAK GOJEK MAH
neg,@forsyoungeun sameeee:(( sskjakshaha aku 17 tahun naik gojek sndri aja gaboleh??
pos,"@convomf Iya itu fare 8000 terus diskon 8000 kan? Gojek emang sering ngasih kupon gitu langsung ke accnya ga pake kode kodean

That why I lov gojek"
pos,aku sampe download gojek lagi tau @cithekidd marah besar kalau ga dapet ??
pos,"W-T-S .

Voucher gofood & goride

GoFood (9 voc)
- Diskon 30%
- Diskon max. 30.000
- Minimal belanja 25.000
- Exp. 24 Okt
?? 3k/ea

GoRide (10 voc)
- Diskon 3.000
- Exp. 24 Okt
?? 2k/ea

Jual vocer gojek murah minbel 25 disc discount #zonauang #zonajajan https://t.co/tPvd17eBNY"
pos,"18oot
enaknya makan siang sama apa ya gaisss?? ??
dari tadi scroll² grab & gojek haha
bingung"
pos,@jjevianadhy Suruh gojek in aja adek cimol nyaaaaaa
pos,"@VivaLaVinka Jelas itu om, memang customer Gojek pengertian banget"
pos,"@dittameliaa oh yang kalo gojek makanan note nya : ""tolong titipin aja di lobby"""
pos,@jeffreyyse gojek
pos,MURAH REZEKI BUAT BAPAK GOJEK NYA AAMIIN
pos,@britishing @anaksiapasih_ @FOOD_FESS promo pickup gojek nder. diskon 50% minbel 40rb max diskon 25rb
pos,@convomf KOK BS NDER???? NI W BRU BGT NAIK GOJEK AMPE 35K PRDHL GAJAUH JAUH AMAT ANJIR tpgkpp sih
pos,Sama Dengan x Gojek https://t.co/ytIjZFcfks
neg,gojek kenapa sih?
pos,Gojek lagi promo apani
neg,@anggraeniditaaa diskon gojek lagi ga ngotak ??
neg,Hmmpf gojek apa ya... https://t.co/WXMGxAeggS
pos,@bimaxagr pake gojek hehe
pos,"@awasmleduk @FOODFESS2 @gojekindonesia bukan sender, tp promo gojek dr storenya 60/80 deh keanya. Biar makin mantul pake voc bawaan akun. Gopay hrs full sebelum disc"
neg,giliran udah disiini gada voucher gojek :) pdhl biasanya melimpah
neg,GILIRAN GOJEK GUA KELOGOUT SENDIRI https://t.co/HzAEgc7x8L
pos,@aboutsicheng @convomf mjb iya tapi setauku drivernya jadi dapet dari gojek lagsung
pos,ini pernh pke promo kasian bngt klo gratis kadang gue ksih tip yg agak bnykn sklian rejeki nih kang gojek https://t.co/8wkSlhPR2l
pos,Voucher gojek goride gocar fee seikhlasnya wkwkkw ayo habissinn guyss aku gakpernah makek kan sayangg hbisinnn nihh wkwkw?? https://t.co/iIBsABzPB1
neg,"RT @VivaLaVinka: Setuju! Sepengalamanku, pelanggan gojek ini juga cukup bar² kalo ngasih tip! 10rb-100rb cukup sering diberikan pelanggan²…"
pos,@convomf Aku pernah juga pas jadi pelanggan baru. 3 kali gojek gratis
neg,"mo naek gojek/grab, gaada kuota ??"
neg,@studywithcery2 iyaaa!! jadi install ulangg. mau convert juga sebenernya ga seberapa. mau dipake masalahnya daerahku gaada gojek :(
neg,-rl gojek kalian ongkirnya lg high demand gak? Naik gitu
neg,"Setuju! Sepengalamanku, pelanggan gojek ini juga cukup bar² kalo ngasih tip! 10rb-100rb cukup sering diberikan pelanggan² gojek, kadang sebelum trip selesai konsumen udah kasih tip, setelah order selesai tip masuk lagi, wagelase emang. #gojekterus https://t.co/3ILCqH1qas"
pos,"Ada verif gojek ga? Yang via qris. Sama verif gopay nya yaa, mau gofood nii #zonauang"
pos,"Lagi panas2 begini pgn bgt minum yg seger2,pas ada diskon gojek 20k gaskeunnnn.. sering2 aja begini https://t.co/Dc3lyiTW7g"
neg,Akun gojek aku kok gapernah wangi kek orang orang yaa ??‍♀️ https://t.co/4Z0ySOQ0pB
pos,"Terimakasih promo gojek...
Saya jadi harus membelikan 1 keluarga ?? https://t.co/GkP5bQ4LVL"
pos,"Liat font twitter ga bikin lelah mata.
Sama kayak gojek."
neg,"Kenapa sih gw kenal aja sm orang yg gak mau rugi & malah ngerepotin org?

Tetangga depan rumah gw pergi, baliknya ya masa minta pesenin gojek di gw, minta kalo ada promo pula.

Ampun dah"
pos,"@howtounme eh maaf baru aku jawab. itu di akun gojek aku ada diskon 75% minbel 20rb, tapi kayanya ngga semua akun ada deh. coba aja kamu cekk"
neg,lo pernah ga kek pengen pingsan 2 gigi tukang gojek bayar daun pake dinding cat alam barza tapi siomat belum dicuci kayak QLOENXNDLDPDHEI https://t.co/4XT9AqjajR
pos,Beli kentang + sosis harga 80rb bayar masih 30rb. Goks emng ni gojek. Ngasih subsidi ke org yg tepat bgt!!!
neg,ini promo gojek kenapa pas baru top up shopeepay ya ampun????
neg,"Kangen juga makan permato bundo, apalagi kalo ujan2 cuma bisa delivery tuh nasi padang. Belom ada gojek ??"
pos,pas naik gojek tadi gue nanya ke abang gojeknya “bang kerja dimana?”
pos,"dari riset total responden 47 ribu orang, dengan sekitar 32 ribu orang adalah mitra gojek......... https://t.co/dNs1brehn3"
pos,"RT @Irvandwicahya__: Alhamdulilah jum'at barokah, Acara 11th @gojekindonesia teman teman Gojek Semarang membagikan bingkisan asupan bertena…"
neg,Kenapa yaa kalo nyari makanan di grab/gojek tu berjam2 ampe kerasa laper banget pun mikir ribuan kali??
pos,"gt ya kalo abis naik motor, lepas helm, wajib acak2 rambut dulu dgn gaya seksi. 

ya kalo kita kan turun dari gojek, lepas helm, benerin jilbab meleyot, nu..."
neg,@cithekidd ihhh kok aku pake gojek gabisa ganti diskon :(
neg,"ini semua gojek agama islam semua apa gmn si, masa gada yg mau ambil?? masa semua gojek jumatan"
pos,"Konsumen Gojek Disebut Loyal Meski Tak Ada Promo

https://t.co/qC3h86hoPT"
pos,"hai @gojekindonesia & @jiwatoast .
hari ini kan ada promo disc 50% yaa, tp kenapa di gojek tutup terus ?
sedangkan di apk sebelah & di jiwa+ dia buka .
awalnya katanya buka hari ini 11.51,tp di cek lg buka besok .
terimakasih https://t.co/EhW4E18rmN"
pos,"RT @gofoodindonesia: Bangkit bersama #Gojek11Tahun, mari rayakan dengan beragam PROMO KESEBELASAN GOFOOD!

Retweet dan like jadwal diskon y…"
neg,"@KeiSavourie gw si skrg kalo mau taksol pilih indriver, krena kita bisa pilih mobil mana yg kita mau, kelemahanya harus cash aja, dan rate nya dibawah gojek dan grab, klo beruntung kdang ada mobil lumyan mewah sih yg narik , klo gbisa indriver skalian bluebird malah enak"
pos,@hakimsrg Napa gak pesan gojek aja lu
neg,knp sih gojek gue bermasalah mulu??
neg,hampir lupa ngelepas helm gojek :')
neg,ini kenapa ya gojek plus gw ke rollback statusnya terus pas pengen upgrade lagi malah jadi gini https://t.co/64qC6SGzab
pos,@banjarbase mun masalah ride gojek terus kalau makanan grab
neg,"Gojek di Balikpapan pada males apa gimana sih? 
Hujan rintik doang juga pada ga mau ambil orderan ??"
neg,@sylentcry kasian di tinggal mang gojek HAHA
neg,"@baekhyuniefirst Kan pesan gojek tdi, bru nyampe hokbennya wkwk"
pos,"@medizinchs tunggu weekend aja kak, atau via gojek aja lebih praktis hihi. mau tp ottoke ??"
pos,"@banjarbase gojek, krn lebih murah dan kdg jua ada gratis ongkir/promo2"
pos,"Kenapa jaman gw kerja di daerah Tebet ngga nyobain yg kyk gini sih ??

Combro yg deket stasiun Cawang aja blm pernah niat nyobain padahal legendaris. Tiap nunggu abang gojek gw cuma memandangi gerobak metaliknya dari seberang ?? https://t.co/ImaGmREAAl"
pos,"yang mau verif gojek sama shopee bisa langsung dm yaaa, 1k/verif beli 10k dapet 11x verif #zonauang"
pos,@raraugyta @gojekindonesia Parah.. mereka pikir si gojek bisnis di negara maju macem emirat atau swedia apa heh???? https://t.co/KcT2epksjX
pos,"@bertanyarl kamu adalah aku sampe bapak gojek pernah ngira ak lesbi anjir, bedanya ak ga sampe di ruqyah, diemin aja nder tetep sama pendirian km percaya kalo jodoh ga kemana"
pos,"@gplanetmfs baskin robbins quart dapet 85k off di gojek, aku barusan pesen buat nonton final ?? es krim nderrrr"
pos,@rahmdess27 Ayo kak kita pergi sama2 pake gojek☺
pos,"guys ada voucher gojek 
GOPAYHEMAT50
GOJEKPEDULI
GOJEKTOSCHOOL
Semoga bermanfaat yak!??"
pos,@siriussarcturus @bihungulungDT @dhirasaaja @jwookkie @doofensmrtz Aku gatau gimana kamu atau so-called anak kekinian memaknainya tapi secara harfiah split bills adalah bagi dua/patungan atau bisa disebut juga going dutch alias bayar sendiri². Terlepas dr berapa jumlah billsnya. Ada contohnya kok kaya di Gojek namanya juga split bill. https://t.co/MW8KiLeDhd
pos,DEMI APAAA ANJEJENEHGGGG PLSSS MASIH DI GOJEK MAU TERISKAK https://t.co/mSXLH6d6zr https://t.co/m3spL8Pss6
neg,KAPAN ADA GOJEK DISINI?? https://t.co/lVxKQhsiOe
neg,"bodoh bgt, udah gapake gojek lagi malah topup ke gopay. ihh bodohnya bgt bgt https://t.co/TJsVgjx92X"
neg,"sayangnya saya tidak bisa merekam pembicaraan telp WA tsb karena error memory hape saya full. 
Mohon informasinya apakah hal ini benar dan itu karyawan anda? Jika tidak, mengapa data pribadi saya bisa dimiliki orang lain? Apakah sistem gojek dihack? Karena ini kali kedua terjadi"
pos,omgg naik gojek lagieeeee https://t.co/cJ2wVJarcd
pos,@FFOODFESS aku seringnya order ke rmh bkn takeaway. Tinggal pesen aja kok kayak pesen pake gojek cm di app itu ada bnyk diskon. Bayarnya bisa cash atau pakai norek gituuuu
neg,"@jaeminne0813 AKSNZJSJAJ IYA JANCOKKK, GUA LAGI NUNGGU GOJEK ANJIRT PULANG SEKOLAH"
pos,Riset UI: Kontribusi Ekosistem Gojek kepada Ekonomi Nasional Meningkat 60 Persen https://t.co/7eTPJgMaYo
pos,"Plsss abang gojek yg jemput gw baik bgt, pas di jalan di ajakin bercanda trus pas udah nyampe abang gojeknya bilang ""semoga sehat selalu ya dek"" AJSKSKSKKSS banyakin abang gojek kyk gini plsss ಥ‿ಥ https://t.co/9s9hb6DsSQ"
pos,Ngakak ke LA pake gojek ?????? https://t.co/8bAVxzXsPz
neg,"Dikiro penculik cah sd po pie njir di plilingi kang gojek, wong sek nunggu ibuk nur balek"
neg,"Ga pernah naik ojek, gojek, grab sendirian apalagi digonceng sama orang ga dikenal. Ga bangeeeet takuuuut parah sejak SD"
pos,"@rahmdess27 ayo ka, aku pesenin gojek skrg??"
neg,demi allah jeno lu harus tau gue mau screen record saking gemeternya malah buka gojek
pos,@nanadoongifess Lagi ngambil gojek ??
neg,gue suka heran diapp abang2 grab or gojek tuh emg gakeliatan titik kita dimana apa?
neg,"hsjshsj males ga sih kalo naik gojek diajak ngobrol, masalahnya kadang ga jelas ngomong apa ??"
pos,@Breve619 tadi ada promo gojek kak
neg,Goblok bgt helm helm gojek bisa ketinggalan
pos,@dghteroftheyear ada promo gojek kak
pos,Ada yg punya kode promo gojek/grab yg ga kepake? Pls butuh bgt perlu ke kampus :(
pos,"Kini Gojek telah hadir di Kota Tomohon, satu aplikasi untuk segala kebutuhanmu.
Download #Gojek dan mulai # ##HidupTanpaBatas #GojekTomohon"
pos,RT @asritesawd: Ads yang punya voucher gojek ga ya ?? Lagi butuh bgt??
neg,"rada rant tweet, ta..tapi. mba2 senior engineer gojek daripada foto profil cleavage gitu mendingan telanjang. nanggung mau picking laladon nya mba"
pos,@dynamightbitc Klo ga search qja di gojek/grab/shopee kan suka muncul
pos,"Klik https://t.co/3MOGytPfXp
Pesan Ayam Bakar lewat #Gojek"
pos,Ads yang punya voucher gojek ga ya ?? Lagi butuh bgt??
pos,"Jaemin kece bngt dh, kyk abang gojek pengkolan https://t.co/PWxxphm53u"
pos,@Gojek_official @ketololan_tolol colab tah ini akunnya wkkk
pos,@RacunBelanja ada kode promo gojek ngga gais
pos,@convomf ada yang pake chat shopee atau gojek gitu ga? keknya bakal seru
neg,"@RacunBelanja @bbhisparked Kenapa orang orang pada hoki banget dapet voucher diskon sampe 75% ya, gue 30% aja gak dapet :c
Yang buka jasa titip pesen di gojek reply dong :c"
pos,@BillyRizky456 Iyaa doong… gojek rumah ke sekolah aja udah 20k sendirii buat pulang doanh wkwkw
pos,15 menit paling?????????? sama bapak gojek karna bahasanya renewable energy
pos,"@minjqu Nihao Minju. Bener deket Nju, naik gojek udara bisa, cuma 1M. Siap nanti gua masakin makanan bintang lima."
pos,Naik gojek dr daerah HI ke sini pikirannya biar gak transit2. Pas sampe baru inget kalo td pagi parkirnya di tangerang. Udah aja tadi mah naik dr sudirman?? https://t.co/A6C9fsCCnM
pos,"@hidupasing nunggu gojek nih ai, hbu?"
pos,"@Pitra_Alvaro podo tra janjiJiwa gojek tok, ngungsi disik ??"
pos,@jungyunoenthu gojek
pos,YG MINTA SPILL! INI PROMO DR GOJEK HEHEHE. THANK ME LATER???? https://t.co/poxniR1yQD https://t.co/B3XH6KdyNO
pos,"@cococolaap Hai kak, mohon maaf sebelumnya. Bisa diinformasikan nomor telepon dan e-mail yang terdaftar pada aplikasi Gojek melalui DM, agar kami bantu cek. Terima kasih -IC"
pos,"@aazuwraa Jaktim ga ada transportasi umum yang langsung ke tamsur sih, paling naik krl sampe st.cikini terus naik gojek ke tamannya deh, sekitar 10-15k kayaknya. Kalo jalan juga bisa, makan waktu 20-30menit."
neg,"@luculucuaaan Ribet ya kamu, dahlah..."
pos,"@albianrkn Gua kalo ke thai naik gojek bisa phi, mayan deket lewat tol bisa. Binder tipe apa phi? Yang gopean ye?"
pos,aku pulang skula sm bapak gojek xixi https://t.co/hp2eq3W0Wr
pos,"Mau antar barang/makanan yang pasti aman? Pakai 
@gosendindonesia
 aja guys! Sekarang vouchernya sudah available di aplikasi Ultra Voucher yaa! #gojek https://t.co/UwkSmchJ7T"
neg,Iki kok gua di cancel sampe 5x dr gojek. Padahal gw mau ke Cawang doang
neg,@ketololan_tolol Gabisa. Soalnya cuma bisa turunin hujan sama pelangi aja.
pos,@DausPrasetyawan @tvindonesiawkwk Nyam nyam nyam
pos,"Alhamdulilah jum'at barokah, Acara 11th @gojekindonesia teman teman Gojek Semarang membagikan bingkisan asupan bertenaga siang ini 
Matursuwun Tetap semangat dijalan ini ??????
@GojekOnTwitt @gojek24jam @gojekindonesia https://t.co/RYpttmAIIQ"
pos,"WTS Voc. Gojek !

Update voucher yang ready:
3. Voc. Gosend 50% (9)
4. Voc. Gofood 30% (4)
5. Diskon goride/gocar 8K (2)
fee 1,5K/voc, bisa cek harga dul. langsung dm ajaa ^^
(payment via gopay!)

#zonajajan #zonauang

t. wts wtb need ada mau jual beli vc voc gofood gosend https://t.co/XPOYPfcCe8"
neg,@koopiwangi aku mager ambil gojek ny
pos,"@kartiniRita Hallo bisa cek disini ya
https://t.co/bWzkk4T5TW

bisa kirim cv nya lgsg ke: nyimas.ahmadiana@gojek.com sebelum tgl 22 Oct.
Bisa pilih 3 posisi, mohon di kasih tau di email mau posisi yg mana aja

*tolong CV nya dilengkapi dengan LinkedIn URL nya yaaa"
neg,@chaewokw eh kok tbtb lupa ini gojek ap grab
pos,@m_scak3 gojek aja gasie
pos,@xfaoting bawa pulang aku pakee eum.. pesenin gojek. ??
pos,ASIQUE GOJEK LG BAIKKK https://t.co/3b4nBHtYay
pos,"@dilriaba sama-sama kak❤️ saranku kalo misal kapan-kapan beli hp baru, jangan login ke gopay yang udah pernah ditandain sama gojek kak, mendingan bikin akun baru aja??"
pos,@childraen trus yang bawa motor siapa?! kita gojek aja apa trus bonceng tiga aku ditengah.. ??
pos,@petanisantuii Di uber? Di grab? Di gojek? Banyak pilihan ahahaha
pos,"@ridwan_hakimm Mungkin hari ini/bsk.. Kata adminnya sih baru mulai dikirimnya kemarin, yg dah pada sampe tuh pake gojek"
pos,anniv gojek ngundang clean bandit coba bangtan ??
pos,@vioimi @AstridArdiani jadi inget sebuah momen nungguin abang gojek nganter obat dari halodoc ya
neg,@anevmo LU MALU MALUIN BANGET ANJG GABISA BAYANGIN GUA CS GOJEK MUKANY GMN PAS BACA IT FAK
neg,@njunkyno sy jg pernah share screen lupa matiin jdinya pesen gojek kliatan sekelas hm
neg,"Ketololan hari ini gak sengaja teken ""pesan"" pizza hut di gojek. Mana gabisa dibatalin ajg ajg"
pos,@debay20 Hai kak. Kami dari Findaya. Apabila terdapat pertanyaan atau kendala tentang GoPayLater Gojek silakan DM kita dengan menyertakan nomor hp yg terdapat di fitur GoPayLater. Tks^Nna
pos,"4. Kalau gak nyaman gimana? 
Gue akan bilang  ""eh kamu pakai ovo atau gojek? , nomornya sama sama nomor hpmu? Yang kemarinan aku ganti gopay/ ovo ya ""."
pos,Gildak juga promo gojek https://t.co/C8zSIKgk1y
pos,"@smkfess rg, gojek, shopee sih pengen nya????"
pos,"in the first time in forever install gojek sama grab.. itu juga grgr tokopoints gue di tokopedia tbtb ilang, katanya harus nyambungin ke gopay biar jadi gopaycoins. klo instal grab grgr kemaren promoan donat jadi ceban, pas mo order ilang akakakkaka dah lah"
pos,"@gojekindonesia hallo kak saya pny 2 nomer hp yg sdh terdaftar gojek, misal akun A mau saya hapus akun kemudian akun B saya ganti dengan nomer hp A apakah bisa"
pos,"promo gojek nih agak gila ya kadang, bisa"" aku beli hotang 2 jadinya cuman 6500??"
pos,"@ibnbukhari___ @bintureggylatif Harusnya mah...
1. Syopi
2. Toped
3. Gojek
4. Twitter
5. Syopi"
pos,"...ternyata, bapaknya ini ga punya hape, apalagi aplikasi buat kerja gojek. makanya tadi aku ditanya bayar cash atau gopay, kalo aku tadi bayar gopay otomatis bapaknya ini ga bakal bisa ambil orderannya. terus aku tanya, emang masih banyak yg bayar cash? kan sekarang apa2 serba.."
pos,@spicybluue Kok bisa???? Ada voucher gojek?
pos,@nayyistt gojek??‍♀️
neg,kok kopchus dpk tutup ya di gojek
pos,@NuaAji Hai kak. Apabila terdapat pertanyaan atau kendala tentang GoPayLater Gojek silakan DM kita dengan menyertakan nomor hp yg terdapat di fitur GoPayLater. Tks^Nna
neg,@bintureggylatif Yakin ga ada syopi ama gojek ??
pos,"PROMO GOJEK JUGA ADA. FOOD, RIDE, CAR, MART, GOSEND. UDAH AKU BAGI2IN  BUKANNYA ABIS MALAH DIKASIH TERUS. FREE! DM AJA. https://t.co/wc6v0SvJkw https://t.co/cC3mRp0FdO"
neg,emg pake promo di gojek salah apaya
pos,@jaeamiin efek di piaman gojek dihapus
pos,"@gapapaT_T @sibelzakeisha @vicaalu Knp nga pakee????? Km harus donlot grab gojek shopee zalora sociolla untuk mnghabiskan semua uangmu arumi, mana semangat hedonnya"
pos,@RATNADUHlTA cuma bisa 1 akun pesennya jadi ini ada 4 gojek yang nganterin ngakak banget pasti
pos,@anevmo KALO GA DIPIN BIASANYA GMNA SI gue bkan pengguna gojek
pos,kapan kita jalan? gausa manj naek gojek!
pos,"@kapranand Hai kak, mohon maaf sebelumnya. Bisa diinformasikan nomor telepon dan e-mail yang terdaftar pada aplikasi Gojek melalui DM, agar kami batu cek. Terima kasih -IC"
neg,@FOOD_FESS Kok janjiw di tempat gue ilang dri gojek sihhh
pos,bayangin abang Gojek
neg,"niat berangkat cepet, nunggu gojek malah jd lama 30 menit??"
neg,Syg! Gojek klian bisa di buka?
pos,"Yukk datang ke workshop entrpreneur YOT Jakarta Entrepreneur Summit 2021. Materi disampikan langsung oleh pembicara dari GOJEK serta para ahli di bidang Startup & UMKM. Free e-certificate, saldo ewallet dan merchendaise | 30 Oktober 2021 | HTM : 40 ribu | 089624324790 (Syella) https://t.co/WZWw1LuGl1"
pos,need otp gojek sm pin dong 1k aku mau langganan #zonaba #zonauang
pos,"Abu Dhabi Investment Authority (ADIA) resmi menyuntikkan dana investasi ke GoTo sebesar 400 juta dollar AS atau setara dengan Rp 5,7 triliun https://t.co/o0akG1yVaC

#pajakcom #pajak #beritapajak #infopajak #ADIA #Gojek #Tokopedia #GoTo"
neg,@stroberigrinti Di gojek ku ngapa ga promoo
neg,@anevmo YHA EMAIL PIHAK GOJEK NY COBA SONOH
neg,"@gojekindonesia sudah dua kali beli pulsa lewat gojek pending terus ga masuk-masuk, coba hubungi cs lewat email juga ga ada tanggapan order id : 160308360991859GOPULSA transaction id : 0220211022000146Z5Z21TTJMGID masa pelayanan kaya gini ?"
neg,"@FFOODFESS Gofood ini memang agak agak kurang ajar ya. Dulu promo dikit sampe lbih milih grab, uninstall gojek, skg malah promonya bejibun ??????"
pos,"Eehh udh di waiting room dia vc ""bocor nih, gmna dong"" nunjukkin ban yg lg di benerin abang2. Padahal gak expect beneren di susuluin. 
Apalah daya gw cuma bisa bilang ""Hahh"" sangking spechless 
""Apa aku gojek aja ya ?""
""Tapi kayaknya gak sempet, ini udah boarding."" ????"
neg,"@sahabatalfamart halo mau tanya, sudah 2 hari ini saya mau bayar tagihan kartu halo dan isi gojek lewat alfamarta ga bisa, knp ya? sudah coba lewat 3 merchant alfa berbeda. Terima kasih."
pos,"ngakak banget pasti nih gojek auto 

""Ngirim kemana?"" 
""Alamatnya kok sama?""

wkwkwk"
pos,"@meepuruhara pesenin gojek aja cha, bahaya kalo jauh motoran belum tidur"
neg,@h0neymilktea_ masih closed di aku :”) tadi dah cek ke gojek kesel haha
neg,Mitra di kerjain gojek https://t.co/y5VJLnwbk2
pos,Heyooo warga Twitter! Kantor gojek sedang membuka lowongan nih. Kindly DM me for further information yaa????
pos,"Kemana aja tanpa susah, #GoRide solusinya Download #Gojek sekarang, nikmati #HidupTanpaBatas bersama #GojekTomohon"
pos,"Happy Friday semeton! 

Siang ini ga sepanas kemarin deh kayanya, karna agak mendung ☁️ tp semoga ga ujan yiaaaa.. kasian jemuran mimin dirumah ??

Eniwe busway (buset jadul), 
kita udah buka neh... bisa order @nasgortiarbah denpasar lewat watsapp, grab, gojek juga loh https://t.co/Ach3g5oDWM"
pos,"Buat mitra driver ada promo khusus dari Tri nih , top up saldo grab/gojek bisa dapat banyak untung #3CareForYou
Mantap @3CareIndonesia https://t.co/23GdI1JTi4"
pos,@christaline_ mauu saldo buat naek gojek ke sekul besok
pos,anjir lo kann punya gojek ya bro ya
pos,@jen0U3i @RacunBelanja Gak di tambahin yg voucher bawaan gojek ?
pos,ada yg punya promo gojek gitu ga yang bisa diskon besar kalo pake gopay :( mau gofood tp gapunya promonya
pos,@jceanist MKSDNYA GABISA MASUK KE GOJEK JG
pos,"@geisannn Abangnya pasti suka ngasih tip gede ke abang gojek kaya gw, bismillah mekbuk dambaan ??"
pos,@chitaglorya__ Semoga menang ya Allah buat ongkos pp naik gojek
pos,wtb promo gojek goride/car buat skrg coba rep #zonauang #zonaba
pos,asad g nongol' gue pesan gojek nie lm'
neg,gojek gue ke logout sendiri mana pke no lama gabisa verif pin gojek gr” lupa pdhl masih nyisa 72k
neg,"Jadi Mitra InDriver, Selama 6 Bulan Tak Dipotong Komisi. Ini Syaratnya. Bapack-bapack ojol Gojek Grab pasti gempa bumi banget nih dalam hatinya, ragu mau ttp fokus atau beralih ke InDriver

https://t.co/ArHYRTJy9x"
neg,"YA ALLAH RUMAH W DI BALAM BAPAKNYA NGANTER KE STADION ??????
GUE SAMPE VC SAMA BAPAK GOJEK PERKARA JALAN DOANG ?????? https://t.co/Np3ljdHUok"
pos,"@chitaglorya__ Done, wish me luck???? lumayan buat bayar gojek ke sklh????"
pos,"@shtlshfer @dxrm_o @chogzx_ @jen0U3i @RacunBelanja Mjb ya, itu voucher random dari gojek, biasa 10k,25k,30%"
pos,"Riset LD FEB UI: Gojek Sumbang Rp 249 Triliun untuk Ekonomi Indonesia

https://t.co/pwVjeDp6rC"
pos,"ready voucher gojek

gofood 30% minbel 30k 
goride/gocar diskon 6k
syarat dan ketentuan berlaku
masa berlaku 25 okt 21

?? 2k/voc
✨ belum gofood plus
✨ bisa cek harga dulu
✨ tidak ada ada saldo gopay
??

    https://t.co/dZIAZgrvXx"
pos,saran aja mending pick up sendiri rame bgd mamang gojek???? https://t.co/F7QjegdwPn
pos,Gila sih janjiw promo nya emang ga kaleng2?? jam segini kata mas gojek nya rame bgt ngantri wkwk untung dapet??
pos,"@beautilogybytan Promo beda daerah beda2 biasanya
Coba liat di halaman paling atas janjiw pas bagian voucher
Itu aku minbel 80k potongan 50k trus ada voucher 25k juga dari gojek buay gofoodnya"
